Gruppe;Code;EANNummer;Hersteller;Deutsche Produktbezeichnung;Englische Produktbezeichnung;Menge;Einheit;ISO-Code;Chemica BioChemica;CAS-Nr;eClass-Version;eClass;NAG;HS-Nr;EG-Nr;Summenformel;UN-Nr;Tunnelbeschränkungscode;Transportbezeichnung Landverkehr;Klasse / Verpackungsgruppe;Begrenzte Menge (LQ);Dichte;Schmelzpunkt;Lagerung;Haltbarkeit in Monaten;LGK;WGK;M;H-Sätze;P-Sätze;Signalwort;Gefahrstoffsymbole;Versand;Trockeneiszuschlag;Chargenpflicht;Endverbleibserklärung;Exportverbote und -einschränkungen;Chemiewaffentauglich;Explosivstoffetauglichkeit;Drogenausgangsstoff;Bruttogewicht;Nettogewicht;Volumen;Produktlink;Produktinfo;Sicherheitsdatenblatt Deutschland;Sicherheitsdatenblatt Schweiz;Analysezertifikat verfügbar;Bild;PHYSIKALISCHE DATEN;QUALITÄT;HEADLINE KOMMENTAR;KURZBESCHREIBUNG;URSPRUNG;PHYSICAL DESCRIPTION;QUALTIY;HEADLINE COMMENT;SHORTDESCRIPTION;Origin;Tunnel code;N.A.G.;Technicher Name
LC;445463.09180;8432647440734;PanReac AppliChem;m-CP-Agar  (Platte (@ 55 mm)) für die Mikrobiologie;m-CP Agar (Prepared Plate (@ 55 mm)) for microbiology;30;dishes;PCE;;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;;;;https://www.itwreagents.com/download_file/tds/445463/en/tds_445463_en.pdf;https://www.itwreagents.com/download_file/product_infos/445463/en/445463_en.pdf;https://www.itwreagents.com/download_file/sds/445463/de/sds_445463_de.pdf;https://www.itwreagents.com/download_file/sds/445463/ch/sds_445463_de.pdf;Ja;445463.09180.png;;für die Mikrobiologie;;;;;for microbiology;;Culture media for the enumeration of C. perfringens (spores included) from surface and drinking water;;;;
LC;445576.0922;8432647417194;PanReac AppliChem;CASO-Agar (ISO 14189, 7937) (Platte (@ 55 mm)) für die Mikrobiologie;TSC Agar (ISO 14189, 7937) (Prepared Plate (@ 55 mm)) for microbiology;30;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,300;0,300;;https://www.itwreagents.com/download_file/tds/445576/en/tds_445576_en.pdf;https://www.itwreagents.com/download_file/product_infos/445576/en/445576_en.pdf;https://www.itwreagents.com/download_file/sds/445576/de/sds_445576_de.pdf;https://www.itwreagents.com/download_file/sds/445576/ch/sds_445576_de.pdf;Ja;LC-group.png;;für die Mikrobiologie;;Für den Nachweis und zur Auszählung von Clostridium perfringens;;;for microbiology;;For the detection and enumeration of Clostridium perfringens;;;;
LC;446106.0922;8432647417200;PanReac AppliChem;Trypton-Hefeextrakt-Agar  (ISO 6222:1999) (Platte (@ 55 mm)) für die Mikrobiologie;Tryptone Yeast Extract Agar (ISO 6222:1999) (Prepared Plate (@ 55 mm)) for microbiology;30;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,300;0,300;;https://www.itwreagents.com/download_file/tds/446106/en/tds_446106_en.pdf;https://www.itwreagents.com/download_file/product_infos/446106/en/446106_en.pdf;https://www.itwreagents.com/download_file/sds/446106/de/sds_446106_de.pdf;https://www.itwreagents.com/download_file/sds/446106/ch/sds_446106_de.pdf;Ja;LC-group.png;;für die Mikrobiologie;;Medium für die Auszählung von Mikroorganismen aus Wasserproben gemäß ISO 6222:1999;;;for microbiology;;Medium for the enumeration of microorganisms in water according to ISO 6222:1999;;;;
LC;446197.0922;8432647417217;PanReac AppliChem;R2A-Agar  (Ph. Eur.) (Platte (@ 55 mm)) für die Mikrobiologie;R2A Agar (Ph. Eur.) (Prepared Plate (@ 55 mm)) for microbiology;30;dishes;PCE;;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,300;0,300;;https://www.itwreagents.com/download_file/tds/446197/en/tds_446197_en.pdf;https://www.itwreagents.com/download_file/product_infos/446197/en/446197_en.pdf;https://www.itwreagents.com/download_file/sds/446197/de/sds_446197_de.pdf;https://www.itwreagents.com/download_file/sds/446197/ch/sds_446197_de.pdf;Ja;LC-group.png;;für die Mikrobiologie;;Medium für die Auszählung heterotropher Bakterien aus Wasserproben gemäß Ph. Eur.;;;for microbiology;;Medium for the enumeration of heterotrophic bacteria in water according to Ph. Eur;;;;
LC;446910.0922;8432647418627;PanReac AppliChem;Coliform-Agar, chromogen  (Platte (@ 55 mm)) für die Mikrobiologie;CCA Coliforms, Chromogenic Agar (Prepared Plate (@ 55 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;2;;1;;H317;P261-P272-P280-P302+P352-P363-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;0,500;0,200;;https://www.itwreagents.com/download_file/tds/446910/en/tds_446910_en.pdf;https://www.itwreagents.com/download_file/product_infos/446910/en/446910_en.pdf;https://www.itwreagents.com/download_file/sds/446910/de/sds_446910_de.pdf;https://www.itwreagents.com/download_file/sds/446910/ch/sds_446910_de.pdf;Ja;446910.0922.png;;für die Mikrobiologie;;Chromogenes Selektivmedium zum Nachweis von E. coli und der Gesamtheit coliformer Bakterien;;;for microbiology;;Chromogenic Selective medium for detection of the total coliforms and E.coli;;;;
LC;447153.0922;8432647441229;PanReac AppliChem;CCA Coliforme Chromogenic Agar (ISO 9308-1) (Platte (@ 55 mm)) für die Mikrobiologie;CCA Coliforms Chromogenic Agar (ISO 9308-1) (Prepared Plate (@ 55 mm)) for microbiology;30;plats;PG/15;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;;;H317;P261-P272-P280-P302+P352-P363-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;0,300;0,300;;https://www.itwreagents.com/download_file/tds/447153/en/tds_447153_en.pdf;https://www.itwreagents.com/download_file/product_infos/447153/en/447153_en.pdf;https://www.itwreagents.com/download_file/sds/447153/de/sds_447153_de.pdf;https://www.itwreagents.com/download_file/sds/447153/ch/sds_447153_de.pdf;Ja;447153.0922.png;;für die Mikrobiologie;;;;;for microbiology;;;;;;
LC;453792.0922;8432647417323;PanReac AppliChem;Nähragar (ISO 6579, ISO 10273, ISO 19250)(Platte (@ 90 mm)) für die Mikrobiologie;Nutrient Agar (ISO 6579, ISO 10273, ISO 19250)(Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,000;1,000;;https://www.itwreagents.com/download_file/tds/453792/en/tds_453792_en.pdf;https://www.itwreagents.com/download_file/product_infos/453792/en/453792_en.pdf;https://www.itwreagents.com/download_file/sds/453792/de/sds_453792_de.pdf;https://www.itwreagents.com/download_file/sds/453792/ch/sds_453792_de.pdf;Ja;453792.0922.png;;für die Mikrobiologie;;Medium für die Kultivierung zahlreicher Bakterien und zur Auszählung von Mikroorganismen aus Wasser und anderen Proben;;;for microbiology;;Medium for the cultivation of a wide variety of bacteria and for enumeration of organisms in water and other materials;;;;
LC;453799.0922;8432647417330;PanReac AppliChem;Plate Count-Agar (ISO 4833:2003) (Fertigplatten (@ 90 mm)) für die Mikrobiologie;Plate Count Agar (Prepared Plate(@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,714;0,644;;https://www.itwreagents.com/download_file/tds/453799/en/tds_453799_en.pdf;https://www.itwreagents.com/download_file/product_infos/453799/en/453799_en.pdf;https://www.itwreagents.com/download_file/sds/453799/de/sds_453799_de.pdf;https://www.itwreagents.com/download_file/sds/453799/ch/sds_453799_de.pdf;Ja;453799.0922.png;;für die Mikrobiologie;;Kulturmedium zur Auszählung von Mikroorganismen in Lebensmitteln, Wasser und anderen Probenmaterialien;;;for microbiology;;Culture medium for the enumeration of microorganisms in food, water and other materials;;;;
LC;453819.0922;8432647417378;PanReac AppliChem;CASO-Agar (Ph. Eur.) (Fertigplatten (@ 90 mm)) für die Mikrobiologie;Tryptone Soy Agar (TSA) (Ph. Eur.) (Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,714;0,644;;https://www.itwreagents.com/download_file/tds/453819/en/tds_453819_en.pdf;https://www.itwreagents.com/download_file/product_infos/453819/en/453819_en.pdf;https://www.itwreagents.com/download_file/sds/453819/de/sds_453819_de.pdf;https://www.itwreagents.com/download_file/sds/453819/ch/sds_453819_de.pdf;Ja;453819.0922.png;;für die Mikrobiologie;;Medium für die Kultivierung und Versorgung zahlreicher Mikroorganismen;;;for microbiology;;Medium for the cultivation and maintenance of a wide variety of microorganisms;;;;
LC;453842.0922;8432647417408;PanReac AppliChem;Sabouraud-Glucose-Agar mit Chloramphenicol (Ph. Eur.) (Platte (@ 90 mm)) für die Mikrobiologie;Sabouraud Glucose Agar+Chloramphenicol (Ph. Eur.) (Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,013;0,013;;https://www.itwreagents.com/download_file/tds/453842/en/tds_453842_en.pdf;https://www.itwreagents.com/download_file/product_infos/453842/en/453842_en.pdf;https://www.itwreagents.com/download_file/sds/453842/de/sds_453842_de.pdf;https://www.itwreagents.com/download_file/sds/453842/ch/sds_453842_de.pdf;Ja;453842.0922.png;;für die Mikrobiologie;;Kulturmedium für die Auszählung einer Vielzahl an Pilzen und Hefen gemäß Ph. Eur.;;;for microbiology;;Medium for the cultivation and enumeration of a wide variety of fungi and yeasts according to Ph. Eur.;;;;
LC;455095.0922;8432647417446;PanReac AppliChem;CASO-Tween-Lecithin-Agar (Ph. Eur.) (Fertigplatten (@ 90 mm)) für die Mikrobiologie;TSA-Tween-Lecithin-Agar (Ph. Eur.) (Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;1,000;1,000;;https://www.itwreagents.com/download_file/tds/455095/en/tds_455095_en.pdf;https://www.itwreagents.com/download_file/product_infos/455095/en/455095_en.pdf;https://www.itwreagents.com/download_file/sds/455095/de/sds_455095_de.pdf;https://www.itwreagents.com/download_file/sds/455095/ch/sds_455095_de.pdf;Ja;455095.0922.png;;für die Mikrobiologie;;;;;for microbiology;;Recomended culture media for the detection and enumeration of a wide variety of microorganisms. The presence of Lecithin and Tween neutralizes the antimicrobial activity , thus permitting the detection of pathogens on surfaces containing : Aldehydes , phenolic derivatives or quaternary ammonium salts;;;;
LC;455378.09181;8432647441694;PanReac AppliChem;Legionellen-Selektiv-Agar (ISO 11731) (Fertigplatten (@ 90 mm)) für die Mikrobiologie;Legionella Selective Agar (ISO 11731) (Prepared Plate (@ 90 mm)) for microbiology;120;dishes;PCE;;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;H314;P260-P264-P280-P301+P330+P331-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Nein;;Nein;Nein;;;;;https://www.itwreagents.com/download_file/tds/455378/en/tds_455378_en.pdf;https://www.itwreagents.com/download_file/product_infos/455378/en/455378_en.pdf;https://www.itwreagents.com/download_file/sds/455378/de/sds_455378_de.pdf;https://www.itwreagents.com/download_file/sds/455378/ch/sds_455378_de.pdf;Ja;455378.09181.png;;für die Mikrobiologie;;;;;for microbiology;;Media for the cultivation and isolation of Legionella species from several kind of samples;;;;
LC;455523.0922;8432647417477;PanReac AppliChem;Esculin-Galle-Azid-Agar  (ISO 7899-2:2000) (Platte (@ 90 mm)) für die Mikrobiologie;Bile Esculin Azide Agar (ISO 7899-2:2000) (Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;10 - 13;1;;H302-H412;P264-P270-P273-P301+P312-P330-P501;Achtung;GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,000;1,000;;https://www.itwreagents.com/download_file/tds/455523/en/tds_455523_en.pdf;https://www.itwreagents.com/download_file/product_infos/455523/en/455523_en.pdf;https://www.itwreagents.com/download_file/sds/455523/de/sds_455523_de.pdf;https://www.itwreagents.com/download_file/sds/455523/ch/sds_455523_de.pdf;Ja;455523.0922.png;;für die Mikrobiologie;;Kulturmedium für die vorläufigen Identifizierungvon Enterokokken gemäß ISO 7899-2:2;;;for microbiology;;Culture medium for the presumptive identification of Enterococci according to ISO 7899-2:2;;;;
LC;456213.0922;8432647417507;PanReac AppliChem;Sabouraud-Glucose-Agar mit Chloramphenicol (Ph. Eur.), bestrahlt (Fertigplatten (@ 90 mm)) für die Mikrobiologie;Sabouraud Glucose Agar+Chloramphenicol (Ph. Eur.) (irradiated) (Prepared Plate (@ 90 mm)) for microbiology;20;dishes;PCE;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,250;0,250;;https://www.itwreagents.com/download_file/tds/456213/en/tds_456213_en.pdf;https://www.itwreagents.com/download_file/product_infos/456213/en/456213_en.pdf;https://www.itwreagents.com/download_file/sds/456213/de/sds_456213_de.pdf;https://www.itwreagents.com/download_file/sds/456213/ch/sds_456213_de.pdf;Ja;456213.0922.png;;für die Mikrobiologie;;;;;for microbiology;;Media for the cultivation and enumeration of a wide variety of fungi and yeasts according to Ph. Eur.;;;;
LC;466106.0922;8432647417842;PanReac AppliChem;Trypton-Hefeextrakt-Agar  (ISO 6222:1999) (Röhrchen) für die Mikrobiologie;Tryptone Yeast Extract Agar (ISO 6222:1999) (Prepared Tubes) for microbiology;20;tubes;TU/11;Chemica;;6.2;32160600;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;0,797;0,450;;https://www.itwreagents.com/download_file/tds/466106/en/tds_466106_en.pdf;https://www.itwreagents.com/download_file/product_infos/466106/en/466106_en.pdf;https://www.itwreagents.com/download_file/sds/466106/de/sds_466106_de.pdf;https://www.itwreagents.com/download_file/sds/466106/ch/sds_466106_de.pdf;Ja;466106.0922.png;;für die Mikrobiologie;;Medium für die Auszählung von Mikroorganismen aus Wasserproben gemäß ISO 6222:1999;;;for microbiology;;Medium for the enumeration of microorganisms in water according to ISO 6222:1999;;;;
LC;471058.1611;8432647387459;PanReac AppliChem;Schwefelsäure 95 - 98% (max. 0,0000005% Hg) (Reag. USP) zur Analyse, ACS, ISO;Sulfuric Acid 95-98% (max. 0.0000005% Hg) (Reag. USP) for analysis, ACS, ISO;1000;ml;MLT;;7664-93-9;6.2;38030402;;28070000;231-639-5;H?SO?;UN1830;(E);SCHWEFELSÄURE;8/II;Ja;1,84 kg/l;-15 °C;;72;8 B;1;98,08 g/mol;H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Ja;"***Drug Precursors***

***Produkt unterliegt der Verordnung (EU) 2019/1148.***";Nein;Ja;3;2,776;1,840;1;https://www.itwreagents.com/download_file/tds/471058/en/tds_471058_en.pdf;;https://www.itwreagents.com/download_file/sds/471058/de/sds_471058_de.pdf;https://www.itwreagents.com/download_file/sds/471058/ch/sds_471058_de.pdf;Ja;LC-group.png;flüssig;zur Analyse, ACS, ISO;;;;liquid;for analysis, ACS, ISO;;;;(E);;Sulphuric Acid
LC;471058.1612;8432647387466;PanReac AppliChem;Schwefelsäure 95 - 98% (max. 0,0000005% Hg) (Reag. USP) zur Analyse, ACS, ISO;Sulfuric Acid 95-98% (max. 0.0000005% Hg) (Reag. USP) for analysis, ACS, ISO;2,5;L;LTR;;7664-93-9;6.2;38030402;;28070000;231-639-5;H?SO?;UN1830;(E);SCHWEFELSÄURE;8/II;Nein;1,84 kg/l;-15 °C;;72;8 B;1;98,08 g/mol;H314;P260-P264-P280-P301+P330+P331-P303+P361+P353-P304+P340-P305+P351+P338-P310-P321-P338-P363-P405-P501;Gefahr;GHS05;RT;Nein;Ja;Ja;"***Drug Precursors***

***Produkt unterliegt der Verordnung (EU) 2019/1148.***";Nein;Ja;3;6,613;4,600;2,5;https://www.itwreagents.com/download_file/tds/471058/en/tds_471058_en.pdf;;https://www.itwreagents.com/download_file/sds/471058/de/sds_471058_de.pdf;https://www.itwreagents.com/download_file/sds/471058/ch/sds_471058_de.pdf;Ja;LC-group.png;flüssig;zur Analyse, ACS, ISO;;;;liquid;for analysis, ACS, ISO;;;;(E);;Sulphuric acid
LC;471303.1609;8432647387497;PanReac AppliChem;Zinn(II)-chlorid - Dihydrat (max. 0,000005% Hg) (Reag. USP) zur Analyse, ACS;Tin(II) Chloride 2-hydrate (max. 0.000005% Hg) (Reag. USP) for analysis, ACS;250;g;GRM;Chemica;10025-69-1;6.2;38150409;Zinn(II) Chlorid 2-Hydrat;28273910;231-868-0;SnCl?.2H?O;UN3260;E;Ätzender saurer anorganischer fester Stoff, n.a.g;8/III;Ja;;38 °C;;72;8 B;2;225,63 g/mol;H315-H317-H319-H332-H335-H341-H361-H373-H410;P201-P202-P261-P264-P270-P271-P273-P280-P281-P301+P310-P301+P312-P302+P352-P304+P340-P305+P351+P338-P308+P313-P312-P321-P330-P331-P332+P313-P337+P313-P362-P391-P403+P233-P405-P501;Achtung;GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;;Nein;Nein;;0,550;0,250;;https://www.itwreagents.com/download_file/tds/471303/en/tds_471303_en.pdf;;https://www.itwreagents.com/download_file/sds/471303/de/sds_471303_de.pdf;https://www.itwreagents.com/download_file/sds/471303/ch/sds_471303_de.pdf;Ja;471303.1609.png;fest;zur Analyse, ACS;;;;solid;for analysis, ACS;;;;E;Stannous chloride dihydrate;CORROSIVE SOLID, ACIDIC, INORGANIC, N.O.S.
LC;471914.1209;8432647387589;PanReac AppliChem;Hydroxylammoniumchlorid (max. 0,000001% Hg) (Reag. USP) zur Analyse, ACS, ISO;Hydroxylammonium Chloride (max. 0.000001% Hg) (Reag. USP) for analysis, ACS, ISO;250;g;GRM;Chemica;5470-11-1;6.2;38050211;Hydroxylammoniumchlorid;28251000;226-798-2;(NH?OH)Cl;UN1759;(E);ÄTZENDER FESTER STOFF, N.A.G.;8/III;Ja;;151 °C;;72;4.1 A;3;69,49 g/mol;H290-H302-H312-H315-H317-H319-H351-H373-H400;P201-P202-P234-P260-P261-P264-P270-P272-P273-P280-P281-P301+P312-P302+P352-P305+P351+P338-P308+P313-P312-P314-P321-P322-P330-P332+P313-P333+P313-P337+P313-P362-P363-P390-P391-P405-P406-P501;Achtung;GHS05 GHS07 GHS08 GHS09;RT;Nein;Ja;Nein;;Nein;Nein;;0,285;0,250;;https://www.itwreagents.com/download_file/tds/471914/en/tds_471914_en.pdf;;https://www.itwreagents.com/download_file/sds/471914/de/sds_471914_de.pdf;https://www.itwreagents.com/download_file/sds/471914/ch/sds_471914_de.pdf;Ja;LC-group.png;fest;zur Analyse, ACS, ISO;;;;solid;for analysis, ACS, ISO;;;;(E);Hydroxylammonium Chloride;Corrosive solid, n.o.s.                                                                             
LC;481007.1611;8432647387725;PanReac AppliChem;Aceton getrocknet (max. 0,01% Wasser);Acetone dry (max. 0.01% water);1000;ml;MLT;Chemica;67-64-1;6.2;39021201;;29141100;200-662-2;CH?COCH?;UN1090;(D/E);ACETON;3/II;Ja;0,789 kg/l;-94 °C;;72;3;1;58,08 g/mol;EUH066-H225-H319-H336;P210-P233-P235-P241-P303+P361+P353-P304+P340-P501;Gefahr;GHS02 GHS07;RT;Nein;Ja;Ja;***Drug Precursors***;Nein;Nein;3;1,474;0,789;1;https://www.itwreagents.com/download_file/tds/481007/en/tds_481007_en.pdf;;https://www.itwreagents.com/download_file/sds/481007/de/sds_481007_de.pdf;https://www.itwreagents.com/download_file/sds/481007/ch/sds_481007_de.pdf;Ja;LC-group.png;flüssig;;;;;liquid;;;;;(D/E);;Acetone
LC;481086.1611;8432647387770;PanReac AppliChem;Ethanol absolut, getrocknet (max. 0,02% Wasser);Ethanol absolute dry (max. 0.02% water);1000;ml;MLT;;64-17-5;6.2;32150000;;22071000;200-578-6;CH?CH?OH;UN1170;(D/E);Ethanol;3/II;Nein;0,790 kg/l;-114,1 °C;;72;3;;46,07 g/mol;H225-H319;P210-P233-P240-P241-P242-P243-P264-P280-P303+P361+P353-P305+P351+P338-P337+P313-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,475;0,790;1;https://www.itwreagents.com/download_file/tds/481086/en/tds_481086_en.pdf;;https://www.itwreagents.com/download_file/sds/481086/de/sds_481086_de.pdf;https://www.itwreagents.com/download_file/sds/481086/ch/sds_481086_de.pdf;Ja;LC-group.png;flüssig;;;;;liquid;;;;;(D/E);;ETHANOL
LC;481091.1611;8432647387824;PanReac AppliChem;Methanol getrocknet (max. 0,005% Wasser) - Karl - Fischer - Reagenz (Reag. Ph. Eur.) , ACS, ISO;Methanol dry (max. 0.005% water) - Karl Fischer's Reagent (Reag. Ph. Eur.) , ACS, ISO;1;L;LTR;Chemica;67-56-1;6.2;39020101;;29051100;200-659-6;CH?OH;UN1230;(D/E);METHANOL;3(6.1)/II;Ja;0,792 kg/l;-97,8 °C;;72;3;1;32,04 g/mol;H225-H301-H311-H331-H370;P210-P233-P280-P302+P352-P309-P310-P501;Gefahr;GHS02 GHS06 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;1,475;0,792;1;https://www.itwreagents.com/download_file/tds/481091/en/tds_481091_en.pdf;;https://www.itwreagents.com/download_file/sds/481091/de/sds_481091_de.pdf;https://www.itwreagents.com/download_file/sds/481091/ch/sds_481091_de.pdf;Ja;481091.1611.png;flüssig;, ACS, ISO;;;;liquid;, ACS, ISO;;;;(D/E);;Methanol                                                                                            
LC;481091.1612;8432647387831;PanReac AppliChem;Methanol getrocknet (max. 0,005% Wasser) - Karl - Fischer - Reagenz (Reag. Ph. Eur.) , ACS, ISO;Methanol dry (max. 0.005% water) - Karl Fischer's Reagent (Reag. Ph. Eur.) , ACS, ISO;2,5;L;LTR;Chemica;67-56-1;6.2;32150000;;29051100;200-659-6;CH?OH;UN1230;(D/E);METHANOL;3(6.1)/II;Nein;0,792 kg/l;-97,8 °C;;72;3;1;32,04 g/mol;H225-H301-H311-H331-H370;P210-P233-P280-P302+P352-P309-P310-P501;Gefahr;GHS02 GHS06 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;3,300;1,980;2,5;https://www.itwreagents.com/download_file/tds/481091/en/tds_481091_en.pdf;;https://www.itwreagents.com/download_file/sds/481091/de/sds_481091_de.pdf;https://www.itwreagents.com/download_file/sds/481091/ch/sds_481091_de.pdf;Ja;LC-group.png;flüssig;, ACS, ISO;;;;liquid;, ACS, ISO;;;;(D/E);;Methanol
LC;481457.1611;8432647388159;PanReac AppliChem;Pyridin getrocknet (max. 0,01% Wasser) (Reag. Ph. Eur.) , ACS;Pyridine dry (max. 0.01% water) (Reag. Ph. Eur.) , ACS;1000;ml;MLT;Chemica;110-86-1;6.2;39151701;;29333100;203-809-9;C?H?N;UN1282;(D/E);PYRIDIN;3/II;Ja;0,982 kg/l;-41,6 °C;;72;3;2;79,10 g/mol;H225-H302-H312-H332;P210-P233-P240-P241-P242-P243-P261-P264-P270-P271-P280-P301+P312-P302+P352-P303+P361+P353-P304+P340-P312-P322-P330-P363-P370+P378-P403+P235-P501;Gefahr;GHS02 GHS07;RT;Nein;Ja;Nein;;Nein;Nein;;1,667;0,982;1;https://www.itwreagents.com/download_file/tds/481457/en/tds_481457_en.pdf;;https://www.itwreagents.com/download_file/sds/481457/de/sds_481457_de.pdf;https://www.itwreagents.com/download_file/sds/481457/ch/sds_481457_de.pdf;Ja;LC-group.png;flüssig;, ACS;;;;liquid;, ACS;;;;(D/E);;Pyridine                                                                                            
LC;483537.1612;8432647388593;PanReac AppliChem;Tetrahydrofuran getrocknet (max. 0,0075% Wasser)stabilisiert mit ~ 300 ppm BHT , ACS;Tetrahydrofuran dry (max. 0.0075% water) stabilized with ~ 300 ppm of BHT , ACS;2,5;L;LTR;Chemica;109-99-9;6.2;39150601;;29321100;203-726-8;C?H?O;UN2056;(D/E);TETRAHYDROFURAN;3/II;Nein;0,890 kg/l;-108,5 °C;;36;3;1;72,11 g/mol;EUH019-H225-H302-H319-H335-H351;P210-P261-P303+P361+P353-P304+P340-P305+P351+P338-P501;Gefahr;GHS02 GHS07 GHS08;RT;Nein;Ja;Nein;;Nein;Nein;;3,525;2,225;2,5;https://www.itwreagents.com/download_file/tds/483537/en/tds_483537_en.pdf;;https://www.itwreagents.com/download_file/sds/483537/de/sds_483537_de.pdf;https://www.itwreagents.com/download_file/sds/483537/ch/sds_483537_de.pdf;Ja;LC-group.png;flüssig;, ACS;;;;liquid;, ACS;;;;(D/E);;Tetrahydrofuran                                                                                     
LC;493795.0981;8432647418009;PanReac AppliChem;Peptonwasser, gepuffert (ISO 6579, ISO 22964, ISO 6887, DIN 10181, 10160) (Fertigmedien in Flaschen) für die Mikrobiologie;Buffered Peptone Water (ISO 6579, ISO 22964, ISO 6887, DIN 10181, 10160) (PreparedBottles) for microbiology;3;x 3 l;x 3 LTR;Chemica;;6.2;34160000;;38210000;;;;;;;Nein;;;;;10 - 13;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;10,000;9,000;9;https://www.itwreagents.com/download_file/tds/493795/en/tds_493795_en.pdf;https://www.itwreagents.com/download_file/product_infos/493795/en/493795_en.pdf;https://www.itwreagents.com/download_file/sds/493795/de/sds_493795_de.pdf;https://www.itwreagents.com/download_file/sds/493795/ch/sds_493795_de.pdf;Ja;493795.0981.png;;für die Mikrobiologie;;Zur Verdünnung und Homogenisierung von Proben für die mikrobiologische Analyse von Lebensmitteln;;;for microbiology;;Diluent agent to homogenize samples in microbiological analysis of foodstuffs;;;;
LC;496269.0979;8432647418238;PanReac AppliChem;Fraser Listeria (1/2)-Bouillon (ISO 11290-1) (Fertigmedium in Flaschen) für die Mikrobiologie;Fraser 1/2 Listeria Broth (ISO 11290-1) (Prepared Bottles) for microbiology;10;x 225 ml;x 225 MLT;Chemica;;6.2;32160601;;38210000;;;;;;;Nein;;;;;;1;;;;;;RT;Nein;Ja;Nein;;Nein;Nein;;4,650;2,250;0,006;https://www.itwreagents.com/download_file/tds/496269/en/tds_496269_en.pdf;https://www.itwreagents.com/download_file/product_infos/496269/en/496269_en.pdf;https://www.itwreagents.com/download_file/sds/496269/de/sds_496269_de.pdf;https://www.itwreagents.com/download_file/sds/496269/ch/sds_496269_de.pdf;Ja;496269.0979.png;;für die Mikrobiologie;;;;;for microbiology;;Culture media for primary enrichment of Listeriamonocytogenes;;;;
